build_up_area,avg._price,floor,age_of_property,furnishing,bhk,address,project_name,price,bathrooms,balcony,link,facing_east_facing,facing_north_facing,facing_north_east_facing,facing_north_west_facing,facing_south_facing,facing_south_east_facing,facing_south_west_facing,facing_west_facing,new_carpet,open_parking,covered_parking,possession_status,sector,coordinates,latitude,longitude
2550,11750.0,1,10,0,4,"vatika city,sector 49, gurgaon",Vatika City,30000000.0,4.0,4,"https://housing.com//in/buy/resale/page/12733554-4-bhk-apartment-in-sector-49-for-rs-30000000
",0,0,0,0,0,0,0,0,2550.0,3,2,0,sector 49,"28.4121° N, 77.0480° E",28.4121,77.048
2550,12160.0,11,10,1,4,"orchid petals, sector 49, gurgaon",Orchid Petals,31000000.0,4.0,4,"https://housing.com//in/buy/resale/page/11934991-4-bhk-apartment-in-sector-49-for-rs-31000000
",0,0,0,0,0,0,0,0,2044.1815778356204,0,1,0,sector 49,"28.4121° N, 77.0480° E",28.4121,77.048
2700,11480.0,5,10,1,3,"vatika city,sector 49, gurgaon",Vatika City,31000000.0,3.0,3,"https://housing.com//in/buy/resale/page/12536792-3-bhk-apartment-in-sector-49-for-rs-31000000
",0,1,0,0,0,0,0,0,2450.0,1,2,0,sector 49,"28.4121° N, 77.0480° E",28.4121,77.048
2700,12040.0,7,10,0,4,"vatika city,sector 49, gurgaon",Vatika City,32500000.0,4.0,4,"https://housing.com//in/buy/resale/page/12706513-4-bhk-apartment-in-sector-49-for-rs-32500000
",0,0,1,0,0,0,0,0,2175.214319033045,0,2,0,sector 49,"28.4121° N, 77.0480° E",28.4121,77.048
3020,12580.0,8,10,1,4,"jasmanium 1, uppal southend, sector 49, gurgaon",Jasmanium 1,38000000.0,4.0,4,"https://housing.com//in/buy/resale/page/11908497-4-bhk-apartment-in-sector-49-for-rs-38000000
",0,0,0,0,0,1,0,0,2420.952300024931,0,2,0,sector 49,"28.4121° N, 77.0480° E",28.4121,77.048
3000,12670.0,2,10,1,4,"vatika the sovereign apartment, sector 49, gurgaon",Vatika The Sovereign Apartment,38000000.0,4.0,4,"https://housing.com//in/buy/resale/page/11680564-4-bhk-apartment-in-sector-49-for-rs-38000000
",0,0,0,0,0,0,0,0,2404.919503336024,0,2,0,sector 49,"28.4121° N, 77.0480° E",28.4121,77.048
3015,13270.0,9,15,1,4,"vatika city,sector 49, gurgaon",Vatika City,40000000.0,4.0,3,"https://housing.com//in/buy/resale/page/12438433-4-bhk-apartment-in-sector-49-for-rs-40000000
",0,0,0,0,0,0,0,0,2416.944100852704,2,2,0,sector 49,"28.4121° N, 77.0480° E",28.4121,77.048
3000,13330.0,14,10,2,4,"vatika city,sector 49, gurgaon",Vatika City,40000000.0,4.0,4,"https://housing.com//in/buy/resale/page/12733965-4-bhk-apartment-in-sector-49-for-rs-40000000
",0,0,1,0,0,0,0,0,2454.2246204541625,0,2,0,sector 49,"28.4121° N, 77.0480° E",28.4121,77.048
3018,13590.0,14,10,1,4,"jasmanium 1, uppal southend, sector 49, gurgaon",Jasmanium 1,41000000.0,4.0,3,"https://housing.com//in/buy/resale/page/11909444-4-bhk-apartment-in-sector-49-for-rs-41000000
",0,0,1,0,0,0,0,0,2419.34902035604,0,2,0,sector 49,"28.4121° N, 77.0480° E",28.4121,77.048
3018,13920.0,12,11,1,4,"vatika city,sector 49, gurgaon",Vatika City,42000000.0,4.0,2,"https://housing.com//in/buy/resale/page/12125970-4-bhk-apartment-in-sector-49-for-rs-42000000
",0,0,0,0,0,0,0,0,2419.34902035604,1,2,0,sector 49,"28.4121° N, 77.0480° E",28.4121,77.048
4100,13410.0,15,6,1,4,"bestech park view city 2, sector 49, gurgaon",Bestech Park View City 2,55000000.0,4.0,3,"https://housing.com//in/buy/resale/page/12349788-4-bhk-apartment-in-sector-49-for-rs-55000000
",0,1,0,0,0,0,0,0,4100.0,0,2,0,sector 49,"28.4121° N, 77.0480° E",28.4121,77.048
230,3040.0,1,5,1,1,"raheja atharva, sector 109, gurgaon",Raheja Atharva,700000.0,1.0,1,"https://housing.com//in/buy/resale/page/12445633-1-rk-apartment-in-sector-109-for-rs-700000
",0,0,0,0,0,0,0,0,200.0,0,1,0,sector 109,"28.5073° N, 77.0089° E",28.5073,77.0089
1457,4530.0,8,5,1,2,"raheja atharva, sector 109, gurgaon",Raheja Atharva,6600000.0,2.0,2,"https://housing.com//in/buy/resale/page/12613599-2-bhk-apartment-in-sector-109-for-rs-6800000
",0,0,1,0,0,0,0,0,1265.0,0,1,0,sector 109,"28.5073° N, 77.0089° E",28.5073,77.0089
1485,4710.0,7,1,1,2,"raheja atharva, sector 109, gurgaon",Raheja Atharva,7000000.0,2.0,2,"https://housing.com//in/buy/resale/page/7379550-2-bhk-apartment-in-sector-109-for-rs-6500000
",0,0,0,0,0,0,0,0,1138.839488051388,0,1,0,sector 109,"28.5073° N, 77.0089° E",28.5073,77.0089
1450,4830.0,6,5,1,3,"raheja shilas, sector 109, gurgaon",Raheja Shilas,7000000.0,3.0,2,"https://housing.com//in/buy/resale/page/12709935-3-bhk-apartment-in-sector-109-for-rs-7000000
",0,0,1,0,0,0,0,0,1400.0,1,1,0,sector 109,"28.5073° N, 77.0089° E",28.5073,77.0089
1200,6380.0,8,10,2,3,"raheja atharva, sector 109, gurgaon",Raheja Atharva,7655000.0,3.0,1,"https://housing.com//in/buy/resale/page/12349131-3-bhk-apartment-in-sector-109-for-rs-7655499
",1,0,0,0,0,0,0,0,936.7191567654152,1,0,0,sector 109,"28.5073° N, 77.0089° E",28.5073,77.0089
1810,4420.0,10,8,1,3,"raheja atharva, sector 109, gurgaon",Raheja Atharva,8000000.0,2.0,2,"https://housing.com//in/buy/resale/page/10991807-3-bhk-apartment-in-sector-109-for-rs-8000000-v2
",1,0,0,0,0,0,0,0,1500.0,0,1,0,sector 109,"28.5073° N, 77.0089° E",28.5073,77.0089
1820,4890.0,9,5,1,3,"raheja atharva, sector 109, gurgaon",Raheja Atharva,8900000.0,3.0,3,"https://housing.com//in/buy/resale/page/12615984-3-bhk-apartment-in-sector-109-for-rs-8800000
",1,0,0,0,0,0,0,0,1565.0,0,1,0,sector 109,"28.5073° N, 77.0089° E",28.5073,77.0089
1953,4860.0,2,5,1,3,"raheja atharva, sector 109, gurgaon",Raheja Atharva,9500000.0,3.0,3,"https://housing.com//in/buy/resale/page/6597151-3-bhk-apartment-in-sector-109-for-rs-9500000
",0,1,0,0,0,0,0,0,1537.8715637074908,0,1,0,sector 109,"28.5073° N, 77.0089° E",28.5073,77.0089
1953,4860.0,9,5,1,3,"raheja atharva, sector 109, gurgaon",Raheja Atharva,9500000.0,3.0,3,"https://housing.com//in/buy/resale/page/12613500-3-bhk-apartment-in-sector-109-for-rs-9000000
",1,0,0,0,0,0,0,0,1685.0,0,1,0,sector 109,"28.5073° N, 77.0089° E",28.5073,77.0089
1850,6380.0,2,2,0,3,"chintels paradiso, sector 109, gurgaon",Chintels Paradiso,11800000.0,3.0,0,"https://housing.com//in/buy/resale/page/2905321-3-bhk-apartment-in-sector-109-for-rs-11800000
",0,1,0,0,0,0,0,0,1450.0,0,0,0,sector 109,"28.5073° N, 77.0089° E",28.5073,77.0089
2381,5000.0,2,3,1,3,"raheja atharva, sector 109, gurgaon",Raheja Atharva,11900000.0,3.0,3,"https://housing.com//in/buy/resale/page/9282119-3-bhk-apartment-in-sector-109-for-rs-11900000
",0,1,0,0,0,0,0,0,1874.8961562660195,0,1,0,sector 109,"28.5073° N, 77.0089° E",28.5073,77.0089
1750,7430.0,3,0,1,3,"ats tourmaline, sector 109, gurgaon",ATS Tourmaline,13000000.0,3.0,2,"https://housing.com//in/buy/resale/page/12016432-3-bhk-apartment-in-sector-109-for-rs-13000000
",1,0,0,0,0,0,0,0,1378.0211144332357,0,3,0,sector 109,"28.5073° N, 77.0089° E",28.5073,77.0089
1955,6850.0,8,0,1,3,"chintels serenity pocket b phase ii, sector 109, gurgaon",Chintels Serenity Pocket B Phase II,13400000.0,3.0,3,"https://housing.com//in/buy/resale/page/10570486-3-bhk-apartment-in-sector-109-for-rs-13400000
",0,0,0,0,0,0,0,0,1283.0,1,0,0,sector 109,"28.5073° N, 77.0089° E",28.5073,77.0089
1750,7710.0,13,2,2,3,"ats tourmaline, sector 109, gurgaon",ATS Tourmaline,13500000.0,3.0,3,"https://housing.com//in/buy/resale/page/10805160-3-bhk-apartment-in-sector-109-for-rs-13500000
",0,0,0,0,0,0,0,0,1366.048770282897,1,0,0,sector 109,"28.5073° N, 77.0089° E",28.5073,77.0089
1750,7710.0,13,2,1,3,"ats tourmaline, sector 109, gurgaon",ATS Tourmaline,13500000.0,2.0,3,"https://housing.com//in/buy/resale/page/10648330-3-bhk-apartment-in-sector-109-for-rs-13500000
",0,0,1,0,0,0,0,0,1400.0,0,2,0,sector 109,"28.5073° N, 77.0089° E",28.5073,77.0089
2759,4890.0,2,5,1,3,"raheja shilas, sector 109, gurgaon",Raheja Shilas,13500000.0,2.0,0,"https://housing.com//in/buy/resale/page/10248306-3-bhk-apartment-in-sector-109-for-rs-13500000-v2
",0,0,0,1,0,0,0,0,2756.0,1,1,0,sector 109,"28.5073° N, 77.0089° E",28.5073,77.0089
2100,6860.0,10,0,1,3,"chintels serenity pocket b phase ii, sector 109, gurgaon",Chintels Serenity Pocket B Phase II,14400000.0,3.0,3,"https://housing.com//in/buy/resale/page/10570553-3-bhk-apartment-in-sector-109-for-rs-14400000
",0,0,0,0,0,0,0,0,1132.0,1,0,0,sector 109,"28.5073° N, 77.0089° E",28.5073,77.0089
2179,6610.0,2,5,1,3,"bricks lum, sector 109, gurgaon",Bricks lum,14400000.0,3.0,3,"https://housing.com//in/buy/resale/page/12727382-3-bhk-apartment-in-sector-109-for-rs-13000000
",0,0,0,0,0,0,0,1,2170.0,0,1,0,sector 109,"28.5073° N, 77.0089° E",28.5073,77.0089
1750,8290.0,22,1,2,3,"ats tourmaline, sector 109, gurgaon",ATS Tourmaline,14500000.0,3.0,2,"https://housing.com//in/buy/resale/page/12040649-3-bhk-apartment-in-sector-109-for-rs-14500000
",0,0,0,0,0,0,0,0,1366.048770282897,1,1,0,sector 109,"28.5073° N, 77.0089° E",28.5073,77.0089
1758,8250.0,11,3,1,3,"ats tourmaline, sector 109, gurgaon",ATS Tourmaline,14500000.0,3.0,3,"https://housing.com//in/buy/resale/page/11641753-3-bhk-apartment-in-sector-109-for-rs-14500000
",0,0,1,0,0,0,0,0,1384.3206395277875,1,1,0,sector 109,"28.5073° N, 77.0089° E",28.5073,77.0089
1750,8290.0,11,5,1,3,"ats tourmaline, sector 109, gurgaon",ATS Tourmaline,14500000.0,3.0,3,"https://housing.com//in/buy/resale/page/11091629-3-bhk-apartment-in-sector-109-for-rs-14500000
",0,0,1,0,0,0,0,0,1065.0,1,1,0,sector 109,"28.5073° N, 77.0089° E",28.5073,77.0089
1750,8570.0,4,2,1,3,"ats tourmaline, sector 109, gurgaon",ATS Tourmaline,15000000.0,3.0,3,"https://housing.com//in/buy/resale/page/11602405-3-bhk-apartment-in-sector-109-for-rs-14500000
",0,0,0,0,0,0,0,1,1150.0,1,2,0,sector 109,"28.5073° N, 77.0089° E",28.5073,77.0089
2036,7370.0,8,2,0,3,"solutrean caladium, sector 109, gurgaon",Solutrean Caladium,15000000.0,3.0,3,"https://housing.com//in/buy/resale/page/9053925-3-bhk-apartment-in-sector-109-for-rs-15000000-v2
",0,0,0,1,0,0,0,0,1616.4811206755558,0,1,0,sector 109,"28.5073° N, 77.0089° E",28.5073,77.0089
1750,8570.0,5,1,1,3,"ats tourmaline, sector 109, gurgaon",ATS Tourmaline,15000000.0,2.0,3,"https://housing.com//in/buy/resale/page/10499412-3-bhk-apartment-in-sector-109-for-rs-14600000
",0,0,1,0,0,0,0,0,1378.0211144332357,1,2,0,sector 109,"28.5073° N, 77.0089° E",28.5073,77.0089
1880,7980.0,12,5,1,3,"solutrean caladium, sector 109, gurgaon",Solutrean Caladium,15000000.0,3.0,3,"https://housing.com//in/buy/resale/page/12726256-3-bhk-apartment-in-sector-109-for-rs-15000000
",0,0,0,0,0,1,0,0,1800.0,1,1,0,sector 109,"28.5073° N, 77.0089° E",28.5073,77.0089
1750,8570.0,4,1,1,3,"ats tourmaline, sector 109, gurgaon",ATS Tourmaline,15000000.0,3.0,3,"https://housing.com//in/buy/resale/page/11675378-3-bhk-apartment-in-sector-109-for-rs-15000000
",0,0,1,0,0,0,0,0,1378.0211144332357,1,1,0,sector 109,"28.5073° N, 77.0089° E",28.5073,77.0089
1750,8570.0,14,1,1,3,"ats tourmaline, sector 109, gurgaon",ATS Tourmaline,15000000.0,3.0,3,"https://housing.com//in/buy/resale/page/12072766-3-bhk-apartment-in-sector-109-for-rs-15000000
",0,0,1,0,0,0,0,0,1378.0211144332357,1,1,0,sector 109,"28.5073° N, 77.0089° E",28.5073,77.0089
2152,6990.0,4,10,2,3,"sector 109, gurgaon",,15050000.0,3.0,1,"https://housing.com//in/buy/resale/page/12589702-3-bhk-apartment-in-sector-109-for-rs-15050000
",1,0,0,0,0,0,0,0,1679.8496877993111,1,0,0,sector 109,"28.5073° N, 77.0089° E",28.5073,77.0089
2152,7020.0,14,10,2,3,"sector 109, gurgaon",,15100000.0,3.0,2,"https://housing.com//in/buy/resale/page/12589747-3-bhk-apartment-in-sector-109-for-rs-15110000
",1,0,0,0,0,0,0,0,1679.8496877993111,1,0,0,sector 109,"28.5073° N, 77.0089° E",28.5073,77.0089
2500,6200.0,4,3,1,3,"solutrean caladium, sector 109, gurgaon",Solutrean Caladium,15500000.0,3.0,3,"https://housing.com//in/buy/resale/page/11852464-3-bhk-apartment-in-sector-109-for-rs-15500000
",0,1,0,0,0,0,0,0,2100.0,1,1,0,sector 109,"28.5073° N, 77.0089° E",28.5073,77.0089
2177,7120.0,3,0,1,3,"brisk lumbini terrace homes, sector 109, gurgaon",Brisk Lumbini Terrace Homes,15500000.0,3.0,0,"https://housing.com//in/buy/resale/page/12574623-3-bhk-apartment-in-sector-109-for-rs-15500000
",0,0,0,0,0,0,0,0,1714.2582663549451,0,0,0,sector 109,"28.5073° N, 77.0089° E",28.5073,77.0089
2165,7210.0,4,2,1,3,"brisk lumbini terrace homes, sector 109, gurgaon",Brisk Lumbini Terrace Homes,15600000.0,3.0,3,"https://housing.com//in/buy/resale/page/9289338-3-bhk-apartment-in-sector-109-for-rs-15600000-v2
",0,0,1,0,0,0,0,0,1704.808978713117,0,1,0,sector 109,"28.5073° N, 77.0089° E",28.5073,77.0089
2545,6290.0,17,3,1,3,"solutrean caladium, sector 109, gurgaon",Solutrean Caladium,16000000.0,3.0,3,"https://housing.com//in/buy/resale/page/7552785-3-bhk-apartment-in-sector-109-for-rs-16000000
",0,1,0,0,0,0,0,0,2004.036420704334,0,1,0,sector 109,"28.5073° N, 77.0089° E",28.5073,77.0089
2150,7670.0,12,1,1,3,"ats tourmaline, sector 109, gurgaon",ATS Tourmaline,16500000.0,3.0,3,"https://housing.com//in/buy/resale/page/10951516-3-bhk-apartment-in-sector-109-for-rs-16500000
",1,0,0,0,0,0,0,0,1692.9973691608322,1,2,0,sector 109,"28.5073° N, 77.0089° E",28.5073,77.0089
2836,5990.0,10,5,1,4,"brisk lumbini terrace homes, sector 109, gurgaon",Brisk Lumbini Terrace Homes,17000000.0,4.0,4,"https://housing.com//in/buy/resale/page/11582475-4-bhk-apartment-in-sector-109-for-rs-17000000
",0,0,1,0,0,0,0,0,2273.450570486988,1,1,0,sector 109,"28.5073° N, 77.0089° E",28.5073,77.0089
2250,7550.0,4,5,1,3,"ats tourmaline, sector 109, gurgaon",ATS Tourmaline,17000000.0,3.0,3,"https://housing.com//in/buy/resale/page/12485660-3-bhk-apartment-in-sector-109-for-rs-17000000
",0,0,0,1,0,0,0,0,2000.0,0,2,0,sector 109,"28.5073° N, 77.0089° E",28.5073,77.0089
2150,8000.0,6,5,1,3,"ats tourmaline, sector 109, gurgaon",ATS Tourmaline,17200000.0,3.0,3,"https://housing.com//in/buy/resale/page/9924913-3-bhk-apartment-in-sector-109-for-rs-17200000
",0,0,1,0,0,0,0,0,2050.0,2,2,0,sector 109,"28.5073° N, 77.0089° E",28.5073,77.0089
2836,6060.0,4,2,1,4,"brisk lumbini terrace homes, sector 109, gurgaon",Brisk Lumbini Terrace Homes,17200000.0,4.0,3,"https://housing.com//in/buy/resale/page/9289416-4-bhk-apartment-in-sector-109-for-rs-17200000-2
",0,0,1,0,0,0,0,0,2273.450570486988,0,1,0,sector 109,"28.5073° N, 77.0089° E",28.5073,77.0089
2836,6100.0,3,1,1,4,"brisk lumbini terrace homes, sector 109, gurgaon",Brisk Lumbini Terrace Homes,17300000.0,4.0,4,"https://housing.com//in/buy/resale/page/11420857-4-bhk-apartment-in-sector-109-for-rs-17300000
",0,0,1,0,0,0,0,0,2273.450570486988,1,1,0,sector 109,"28.5073° N, 77.0089° E",28.5073,77.0089
1745,10030.0,13,1,0,3,"ats kocoon, sector 109, gurgaon",ATS Kocoon,17500000.0,2.0,3,"https://housing.com//in/buy/resale/page/10090144-3-bhk-apartment-in-sector-109-for-rs-17000000
",0,0,1,0,0,0,0,0,1385.4418249404937,0,1,0,sector 109,"28.5073° N, 77.0089° E",28.5073,77.0089
2551,6940.0,3,3,0,3,"solutrean caladium, sector 109, gurgaon",Solutrean Caladium,17700000.0,3.0,3,"https://housing.com//in/buy/resale/page/12672450-3-bhk-apartment-in-sector-109-for-rs-17700000
",1,0,0,0,0,0,0,0,2025.0,2,2,0,sector 109,"28.5073° N, 77.0089° E",28.5073,77.0089
2500,7120.0,3,5,1,3,"solutrean caladium, sector 109, gurgaon",Solutrean Caladium,17800000.0,3.0,3,"https://housing.com//in/buy/resale/page/12496727-3-bhk-apartment-in-sector-109-for-rs-17800000
",0,1,0,0,0,0,0,0,1968.60159204748,2,2,0,sector 109,"28.5073° N, 77.0089° E",28.5073,77.0089
2150,8370.0,4,2,1,3,"ats tourmaline, sector 109, gurgaon",ATS Tourmaline,18000000.0,3.0,3,"https://housing.com//in/buy/resale/page/11587112-3-bhk-apartment-in-sector-109-for-rs-18000000
",0,1,0,0,0,0,0,0,1397.0,1,2,0,sector 109,"28.5073° N, 77.0089° E",28.5073,77.0089
2550,7060.0,10,5,0,4,"solutrean caladium, sector 109, gurgaon",Solutrean Caladium,18000000.0,3.0,3,"https://housing.com//in/buy/resale/page/12435415-4-bhk-apartment-in-sector-109-for-rs-18000000
",0,0,0,0,0,0,0,0,2054.3690790867645,2,2,0,sector 109,"28.5073° N, 77.0089° E",28.5073,77.0089
2150,8600.0,5,3,0,3,"ats tourmaline, sector 109, gurgaon",ATS Tourmaline,18500000.0,3.0,3,"https://housing.com//in/buy/resale/page/11640154-3-bhk-apartment-in-sector-109-for-rs-18500000
",0,0,1,0,0,0,0,0,1706.991360241869,1,1,0,sector 109,"28.5073° N, 77.0089° E",28.5073,77.0089
2150,8600.0,4,1,1,3,"ats tourmaline, sector 109, gurgaon",ATS Tourmaline,18500000.0,3.0,3,"https://housing.com//in/buy/resale/page/6564159-3-bhk-apartment-in-sector-109-for-rs-18500000
",1,0,0,0,0,0,0,0,1692.9973691608322,0,2,0,sector 109,"28.5073° N, 77.0089° E",28.5073,77.0089
2415,7870.0,3,1,2,3,"solutrean caladium, sector 109, gurgaon",Solutrean Caladium,19000000.0,3.0,3,"https://housing.com//in/buy/resale/page/9359567-3-bhk-apartment-in-sector-109-for-rs-19000000-v2
",0,0,1,0,0,0,0,0,1885.147302990398,0,1,0,sector 109,"28.5073° N, 77.0089° E",28.5073,77.0089
2290,8300.0,4,5,1,3,"ats tourmaline villa, sector 109, gurgaon",ATS Tourmaline Villa,19000000.0,3.0,3,"https://housing.com//in/buy/resale/page/12714937-3-bhk-apartment-in-sector-109-for-rs-19000000
",0,0,0,0,0,0,0,0,1800.0,0,1,0,sector 109,"28.5073° N, 77.0089° E",28.5073,77.0089
2095,9310.0,8,5,0,3,"ats kocoon, sector 109, gurgaon",ATS Kocoon,19500000.0,3.0,2,"https://housing.com//in/buy/resale/page/12485308-3-bhk-apartment-in-sector-109-for-rs-19500000
",0,0,0,0,0,0,0,0,2080.0,1,1,0,sector 109,"28.5073° N, 77.0089° E",28.5073,77.0089
3060,6500.0,9,1,1,4,"solutrean caladium, sector 109, gurgaon",Solutrean Caladium,19900000.0,4.0,4,"https://housing.com//in/buy/resale/page/7202009-4-bhk-apartment-in-sector-109-for-rs-19900000
",0,0,0,0,0,0,0,0,2453.0178934027444,0,1,0,sector 109,"28.5073° N, 77.0089° E",28.5073,77.0089
2925,6840.0,10,0,1,4,"chintels serenity pocket b phase ii, sector 109, gurgaon",Chintels Serenity Pocket B Phase II,20000000.0,3.0,3,"https://housing.com//in/buy/resale/page/10571176-4-bhk-apartment-in-sector-109-for-rs-20000000
",0,0,0,0,0,0,0,0,1552.0,1,0,0,sector 109,"28.5073° N, 77.0089° E",28.5073,77.0089
2585,7740.0,13,2,1,3,"ats tourmaline, sector 109, gurgaon",ATS Tourmaline,20000000.0,3.0,3,"https://housing.com//in/buy/resale/page/10805238-3-bhk-apartment-in-sector-109-for-rs-20000000
",0,0,0,0,0,0,0,0,2035.5340461770936,1,0,0,sector 109,"28.5073° N, 77.0089° E",28.5073,77.0089
2585,7810.0,3,0,1,3,"ats tourmaline, sector 109, gurgaon",ATS Tourmaline,20200000.0,3.0,2,"https://housing.com//in/buy/resale/page/12016569-3-bhk-apartment-in-sector-109-for-rs-20200000
",1,0,0,0,0,0,0,0,2035.5340461770936,0,3,0,sector 109,"28.5073° N, 77.0089° E",28.5073,77.0089
2150,9530.0,14,1,1,3,"ats tourmaline, sector 109, gurgaon",ATS Tourmaline,20500000.0,3.0,3,"https://housing.com//in/buy/resale/page/11675342-3-bhk-apartment-in-sector-109-for-rs-20500000
",0,0,1,0,0,0,0,0,1692.9973691608322,1,1,0,sector 109,"28.5073° N, 77.0089° E",28.5073,77.0089
2150,9770.0,23,1,1,3,"ats tourmaline, sector 109, gurgaon",ATS Tourmaline,21000000.0,3.0,3,"https://housing.com//in/buy/resale/page/11675755-3-bhk-apartment-in-sector-109-for-rs-19500000
",0,0,1,0,0,0,0,0,1692.9973691608322,1,1,0,sector 109,"28.5073° N, 77.0089° E",28.5073,77.0089
2095,10020.0,11,5,1,3,"ats kocoon, sector 109, gurgaon",ATS Kocoon,21000000.0,3.0,3,"https://housing.com//in/buy/resale/page/11515471-3-bhk-apartment-in-sector-109-for-rs-21000000
",0,0,1,0,0,0,0,0,1649.6881341357878,1,1,0,sector 109,"28.5073° N, 77.0089° E",28.5073,77.0089
3200,6560.0,15,5,1,4,"sector 109, gurgaon",,21000000.0,4.0,4,"https://housing.com//in/buy/resale/page/12543237-4-bhk-apartment-in-sector-109-for-rs-21000000
",0,0,0,0,1,0,0,0,2400.0,1,2,0,sector 109,"28.5073° N, 77.0089° E",28.5073,77.0089
2095,10020.0,4,3,1,3,"ats kocoon, sector 109, gurgaon",ATS Kocoon,21000000.0,3.0,3,"https://housing.com//in/buy/resale/page/7238589-3-bhk-apartment-in-sector-109-for-rs-21000000
",0,0,0,0,0,0,0,1,1900.0,0,2,0,sector 109,"28.5073° N, 77.0089° E",28.5073,77.0089
2095,10020.0,4,4,1,3,"ats kocoon, sector 109, gurgaon",ATS Kocoon,21000000.0,3.0,3,"https://housing.com//in/buy/resale/page/9436207-3-bhk-apartment-in-sector-109-for-rs-21000000
",0,0,0,0,0,0,0,0,1649.6881341357878,0,1,0,sector 109,"28.5073° N, 77.0089° E",28.5073,77.0089
2095,10500.0,3,4,1,3,"ats kocoon, sector 109, gurgaon",ATS Kocoon,22000000.0,3.0,3,"https://housing.com//in/buy/resale/page/12690278-3-bhk-apartment-in-sector-109-for-rs-22000000
",0,0,1,0,0,0,0,0,1700.0,1,2,0,sector 109,"28.5073° N, 77.0089° E",28.5073,77.0089
2095,10500.0,9,3,1,3,"ats kocoon, sector 109, gurgaon",ATS Kocoon,22000000.0,3.0,3,"https://housing.com//in/buy/resale/page/12672296-3-bhk-apartment-in-sector-109-for-rs-22000000
",1,0,0,0,0,0,0,0,1650.0,2,2,0,sector 109,"28.5073° N, 77.0089° E",28.5073,77.0089
3045,7220.0,3,4,1,4,"solutrean caladium, sector 109, gurgaon",Solutrean Caladium,22000000.0,4.0,3,"https://housing.com//in/buy/resale/page/11949992-4-bhk-apartment-in-sector-109-for-rs-22000000
",0,1,0,0,0,0,0,0,2845.0,1,1,0,sector 109,"28.5073° N, 77.0089° E",28.5073,77.0089
2095,10500.0,12,3,1,4,"ats kocoon, sector 109, gurgaon",ATS Kocoon,22000000.0,4.0,3,"https://housing.com//in/buy/resale/page/12459801-4-bhk-apartment-in-sector-109-for-rs-22000000
",0,0,0,0,0,0,0,1,1679.43545316299,1,1,0,sector 109,"28.5073° N, 77.0089° E",28.5073,77.0089
2095,10500.0,13,1,1,3,"ats kocoon, sector 109, gurgaon",ATS Kocoon,22000000.0,3.0,3,"https://housing.com//in/buy/resale/page/12709600-3-bhk-apartment-in-sector-109-for-rs-22000000
",0,0,1,0,0,0,0,0,1649.6881341357878,1,1,0,sector 109,"28.5073° N, 77.0089° E",28.5073,77.0089
2095,10500.0,12,4,0,3,"ats kocoon, sector 109, gurgaon",ATS Kocoon,22000000.0,3.0,3,"https://housing.com//in/buy/resale/page/12123721-3-bhk-apartment-in-sector-109-for-rs-22000000
",0,0,1,0,0,0,0,0,1663.3241393984722,1,2,0,sector 109,"28.5073° N, 77.0089° E",28.5073,77.0089
2095,10500.0,9,5,2,3,"ats kocoon, sector 109, gurgaon",ATS Kocoon,22000000.0,3.0,3,"https://housing.com//in/buy/resale/page/12565675-3-bhk-apartment-in-sector-109-for-rs-22000000
",0,0,0,0,0,0,0,0,1635.355527852954,1,2,0,sector 109,"28.5073° N, 77.0089° E",28.5073,77.0089
2095,10600.0,4,5,1,3,"ats kocoon, sector 109, gurgaon",ATS Kocoon,22200000.000000004,3.0,3,"https://housing.com//in/buy/resale/page/12344529-3-bhk-apartment-in-sector-109-for-rs-22200000
",0,0,0,0,0,0,0,0,1649.6881341357878,1,1,0,sector 109,"28.5073° N, 77.0089° E",28.5073,77.0089
2095,10740.0,14,1,1,3,"ats kocoon, sector 109, gurgaon",ATS Kocoon,22500000.0,3.0,3,"https://housing.com//in/buy/resale/page/12709636-3-bhk-apartment-in-sector-109-for-rs-22500000
",0,0,1,0,0,0,0,0,1649.6881341357878,1,1,0,sector 109,"28.5073° N, 77.0089° E",28.5073,77.0089
2980,7550.0,3,3,1,4,"solutrean caladium, sector 109, gurgaon",Solutrean Caladium,22500000.0,4.0,4,"https://housing.com//in/buy/resale/page/11790242-4-bhk-apartment-in-sector-109-for-rs-22500000
",0,0,0,0,1,0,0,0,2500.0,2,2,0,sector 109,"28.5073° N, 77.0089° E",28.5073,77.0089
2095,10740.0,5,5,1,3,"ats kocoon, sector 109, gurgaon",ATS Kocoon,22500000.0,3.0,3,"https://housing.com//in/buy/resale/page/12435254-3-bhk-apartment-in-sector-109-for-rs-22500000
",0,0,0,0,0,0,0,0,1649.6881341357878,2,2,0,sector 109,"28.5073° N, 77.0089° E",28.5073,77.0089
2095,10740.0,20,8,0,3,"ats kocoon, sector 109, gurgaon",ATS Kocoon,22500000.0,3.0,3,"https://housing.com//in/buy/resale/page/12363377-3-bhk-apartment-in-sector-109-for-rs-22500000
",0,0,0,0,0,0,0,0,1466.0,0,1,0,sector 109,"28.5073° N, 77.0089° E",28.5073,77.0089
