build_up_area,avg._price,floor,age_of_property,furnishing,bhk,link,possession_status,sector,parking,latitude,longitude
1444,9.0,9,0,1,2,"https://housing.com//in/buy/resale/page/11044107-2-bhk-apartment-in-sector-3-for-rs-13000000
",0,3,1,28.4909,77.0176
1450,8.96,17,0,0,3,"https://housing.com//in/buy/resale/page/12075540-3-bhk-apartment-in-sector-68-for-rs-13000000
",0,68,1,28.3853,77.0484
1980,6.57,2,6,0,3,"https://housing.com//in/buy/resale/page/11926519-3-bhk-apartment-in-sector-83-for-rs-13000000
",0,83,1,28.3986,76.9647
1252,10.38,2,1,0,3,"https://housing.com//in/buy/resale/page/11960733-3-bhk-apartment-in-sector-33,-sohna-for-rs-13000000
",0,33,2,28.442,77.0207
1811,7.18,3,0,0,3,"https://housing.com//in/buy/resale/page/10581200-3-bhk-apartment-in-sector-37d-for-rs-13000000
",0,37d,1,28.4478,76.9703
1814,7.17,9,2,0,3,"https://housing.com//in/buy/resale/page/2827513-3-bhk-apartment-in-sector-37d-for-rs-13000000
",0,37d,1,28.4478,76.9703
1760,7.39,13,5,1,3,"https://housing.com//in/buy/resale/page/12720608-3-bhk-apartment-in-sector-106-for-rs-13000000
",0,106,2,28.5007,77.0003
1225,10.61,1,20,1,3,"https://housing.com//in/buy/resale/page/11934566-3-bhk-apartment-in-sector-56-for-rs-13000000
",0,56,1,28.4245,77.0991
1450,8.96,3,0,0,3,"https://housing.com//in/buy/resale/page/12552551-3-bhk-apartment-in-sector-83-for-rs-13000000
",0,83,1,28.3986,76.9647
1918,6.78,6,2,1,3,"https://housing.com//in/buy/resale/page/12562020-3-bhk-apartment-in-sector-84-for-rs-12500001
",0,84,1,28.3979,76.9736
1750,7.43,12,5,0,3,"https://housing.com//in/buy/resale/page/12609070-3-bhk-apartment-in-sector-90-for-rs-13000000
",0,90,1,28.4085,76.9369
1775,7.32,2,5,1,3,"https://housing.com//in/buy/resale/page/11556347-3-bhk-apartment-in-sector-83-for-rs-13000000
",0,83,2,28.3986,76.9647
2150,6.05,2,0,1,3,"https://housing.com//in/buy/resale/page/9768753-3-bhk-apartment-in-sector-79-for-rs-13000000
",0,79,3,28.3624,76.9787
1450,8.96,3,0,0,2,"https://housing.com//in/buy/resale/page/12368952-2-bhk-apartment-in-sector-3-for-rs-13000000
",1,3,2,28.4909,77.0176
1300,10.0,6,0,0,2,"https://housing.com//in/buy/resale/page/10558997-2-bhk-apartment-in-sector-113-for-rs-13000000
",3,113,0,28.5287,77.0233
1245,10.47,10,11,1,2,"https://housing.com//in/buy/resale/page/12044266-2-bhk-apartment-in-sector-53-for-rs-13036100
",0,53,2,28.4433,77.0948
1665,7.81,9,4,1,3,"https://housing.com//in/buy/resale/page/12485861-3-bhk-apartment-in-sector-106-for-rs-13000000
",0,106,2,28.5007,77.0003
1735,7.49,16,4,1,3,"https://housing.com//in/buy/resale/page/12376387-3-bhk-apartment-in-sector-90-for-rs-13000000
",0,90,1,28.4085,76.9369
1845,7.05,6,0,1,3,"https://housing.com//in/buy/resale/page/11815061-3-bhk-apartment-in-sector-35,-sohna-for-rs-13000000
",0,35,1,28.4155,77.0022
1490,8.72,6,2,1,3,"https://housing.com//in/buy/resale/page/12327256-3-bhk-apartment-in-sector-79-for-rs-13000000
",0,79,2,28.3624,76.9787
1490,8.72,15,1,1,3,"https://housing.com//in/buy/resale/page/12388542-3-bhk-apartment-in-sector-79-for-rs-13000000
",0,79,2,28.3624,76.9787
1997,6.51,9,1,1,3,"https://housing.com//in/buy/resale/page/11908379-3-bhk-apartment-in-sector-99a-for-rs-11200000
",0,99a,1,28.4561,76.9542
1786,7.28,2,0,1,3,"https://housing.com//in/buy/resale/page/12673023-3-bhk-apartment-in-sector-92-for-rs-13000000
",0,92,3,28.4079,76.9153
1930,6.74,11,8,1,3,"https://housing.com//in/buy/resale/page/11877399-3-bhk-apartment-in-sector-86-for-rs-13000000
",0,86,2,28.3986,76.9384
2100,6.19,4,5,1,3,"https://housing.com//in/buy/resale/page/12646947-3-bhk-apartment-in-sector-56-for-rs-13000000
",0,56,1,28.4245,77.0991
1647,7.89,12,5,1,3,"https://housing.com//in/buy/resale/page/12721062-3-bhk-apartment-in-sector-104-for-rs-13000000
",0,104,2,28.4788,76.996
1528,8.51,2,0,1,3,"https://housing.com//in/buy/resale/page/12429553-3-bhk-apartment-in-sector-93-for-rs-13000000
",0,93,2,28.4153,76.9326
1450,8.96,4,6,1,3,"https://housing.com//in/buy/resale/page/12407119-3-bhk-apartment-in-sector-31-for-rs-13000000
",0,31,2,28.4528,77.0498
1980,6.57,2,4,1,3,"https://housing.com//in/buy/resale/page/12427978-3-bhk-apartment-in-sector-83-for-rs-13000000
",0,83,4,28.3986,76.9647
1918,6.78,3,3,1,3,"https://housing.com//in/buy/resale/page/12468526-3-bhk-apartment-in-sector-84-for-rs-13000000
",0,84,2,28.3979,76.9736
1750,7.43,3,0,1,3,"https://housing.com//in/buy/resale/page/12016432-3-bhk-apartment-in-sector-109-for-rs-13000000
",0,109,3,28.5073,77.0089
1890,6.88,11,5,1,3,"https://housing.com//in/buy/resale/page/11054170-3-bhk-apartment-in-sector-84-for-rs-13000000
",0,84,1,28.3979,76.9736
1660,7.83,7,5,0,3,"https://housing.com//in/buy/resale/page/12036999-3-bhk-apartment-in-sector-81-for-rs-13000000
",0,81,1,28.3867,76.9485
1980,6.57,3,8,1,3,"https://housing.com//in/buy/resale/page/12366662-3-bhk-apartment-in-sector-83-for-rs-13000000
",0,83,3,28.3986,76.9647
1630,7.97,3,4,0,2,"https://housing.com//in/buy/resale/page/12567718-2-bhk-apartment-in-sector-88a-for-rs-13000000
",0,88a,2,28.4347,76.9557
1490,8.72,4,1,1,3,"https://housing.com//in/buy/resale/page/12388577-3-bhk-apartment-in-sector-79-for-rs-13000000
",0,79,2,28.3624,76.9787
1620,8.02,4,2,1,3,"https://housing.com//in/buy/resale/page/12335928-3-bhk-apartment-in-sector-79-for-rs-13000000
",0,79,2,28.3624,76.9787
2160,6.02,9,6,1,3,"https://housing.com//in/buy/resale/page/12726486-3-bhk-apartment-in-sector-82-for-rs-13000000
",0,82,1,28.3935,76.96
1490,8.72,5,3,1,3,"https://housing.com//in/buy/resale/page/12590363-3-bhk-apartment-in-sector-79-for-rs-13000000
",0,79,1,28.3624,76.9787
1650,7.88,2,10,1,3,"https://housing.com//in/buy/resale/page/12646268-3-bhk-apartment-in-sector-45-for-rs-13000000
",0,45,2,28.4466,77.066
1775,7.32,11,1,1,3,"https://housing.com//in/buy/resale/page/12698217-3-bhk-apartment-in-sector-37d-for-rs-13000000
",0,37d,1,28.4478,76.9703
1920,6.77,3,5,1,3,"https://housing.com//in/buy/resale/page/11721322-3-bhk-apartment-in-sector-92-for-rs-13000000
",0,92,2,28.4079,76.9153
1760,7.39,23,4,1,3,"https://housing.com//in/buy/resale/page/7790441-3-bhk-apartment-in-sector-90-for-rs-13000000-v2
",0,90,1,28.4085,76.9369
1650,7.88,3,0,1,2,"https://housing.com//in/buy/resale/page/12621910-2.5-bhk-apartment-in-sector-103-for-rs-13000000
",0,103,0,28.4949,76.9845
2077,6.26,15,5,1,3,"https://housing.com//in/buy/resale/page/12283699-3-bhk-apartment-in-sector-77-for-rs-13000000
",0,77,2,28.3801,76.9845
2250,5.78,3,5,1,3,"https://housing.com//in/buy/resale/page/12284151-3-bhk-apartment-in-sector-84-for-rs-13000000
",0,84,1,28.3979,76.9736
1890,6.88,11,5,1,3,"https://housing.com//in/buy/resale/page/12284016-3-bhk-apartment-in-sector-84-for-rs-11500000
",0,84,1,28.3979,76.9736
1503,8.65,7,3,1,2,"https://housing.com//in/buy/resale/page/12642205-2-bhk-apartment-in-sector-79-for-rs-13000000
",0,79,2,28.3624,76.9787
1437,9.05,8,8,1,2,"https://housing.com//in/buy/resale/page/12675862-2-bhk-apartment-in-sector-66-for-rs-13000000
",0,66,1,28.3925,77.0541
1772,7.34,5,1,1,2,"https://housing.com//in/buy/resale/page/12720432-2-bhk-apartment-in-sector-85-for-rs-13000000
",0,85,2,28.4042,76.9513
1429,9.1,12,0,1,2,"https://housing.com//in/buy/resale/page/12722711-2-bhk-apartment-in-sector-85-for-rs-13000000
",1,85,1,28.4042,76.9513
2639,4.93,6,6,1,4,"https://housing.com//in/buy/resale/page/11515192-4-bhk-apartment-in-sector-103-for-rs-13000000
",0,103,4,28.4949,76.9845
2425,5.36,9,5,1,4,"https://housing.com//in/buy/resale/page/11556076-4-bhk-apartment-in-sector-83-for-rs-13000000
",0,83,3,28.3986,76.9647
2595,5.01,10,4,0,4,"https://housing.com//in/buy/resale/page/12002911-4-bhk-apartment-in-sector-84-for-rs-13000000
",0,84,1,28.3979,76.9736
1200,10.83,3,5,1,2,"https://housing.com//in/buy/resale/page/12695016-2-bhk-apartment-in-dlf-phase-1-for-rs-13000000
",0,26,1,28.4757,77.1032
1590,8.18,3,4,1,3,"https://housing.com//in/buy/resale/page/11460259-3-bhk-apartment-in-sector-33,-sohna-for-rs-13000000
",0,33,2,28.442,77.0207
1444,9.0,7,0,1,2,"https://housing.com//in/buy/resale/page/12700741-2-bhk-apartment-in-sector-3-for-rs-13000000
",1,3,1,28.4909,77.0176
1075,12.09,6,15,1,2,"https://housing.com//in/buy/resale/page/12611072-2-bhk-apartment-in-dlf-phase-1-for-rs-13000000
",0,26,3,28.4757,77.1032
1671,7.78,15,5,0,2,"https://housing.com//in/buy/resale/page/12614136-2-bhk-apartment-in-sector-85-for-rs-13000000
",0,85,1,28.4042,76.9513
1110,11.71,4,20,1,2,"https://housing.com//in/buy/resale/page/12614279-2-bhk-apartment-in-dlf-phase-1-for-rs-13000000
",0,26,1,28.4757,77.1032
743,17.5,2,0,0,2,"https://housing.com//in/buy/resale/page/10637661-2-bhk-apartment-in-sector-67-for-rs-13000000
",0,67,2,28.3859,77.0608
1450,8.96,7,3,0,3,"https://housing.com//in/buy/resale/page/7597970-3-bhk-apartment-in-sector-77-for-rs-13000000-v2
",0,77,2,28.3801,76.9845
1870,6.95,4,5,0,4,"https://housing.com//in/buy/resale/page/11744620-4-bhk-apartment-in-sector-83-for-rs-11500000
",0,83,1,28.3986,76.9647
1548,8.4,6,0,1,2,"https://housing.com//in/buy/resale/page/12303568-2.5-bhk-apartment-in-palam-vihar-for-rs-13000000
",0,2,0,28.5095,77.032
1740,7.47,21,1,1,2,"https://housing.com//in/buy/resale/page/12336772-2-bhk-apartment-in-sector-85-for-rs-13000000
",0,85,1,28.4042,76.9513
1450,8.96,22,1,1,2,"https://housing.com//in/buy/resale/page/12444001-2-bhk-apartment-in-sector-85-for-rs-13000000
",0,85,2,28.4042,76.9513
1426,9.12,15,0,0,2,"https://housing.com//in/buy/resale/page/11291270-2-bhk-apartment-in-sector-85-for-rs-13000000
",1,85,1,28.4042,76.9513
2700,4.81,6,10,1,4,"https://housing.com//in/buy/resale/page/12381352-4-bhk-apartment-in-sector-9-for-rs-13000000
",0,9,3,28.4603,77.0
1890,6.88,11,5,1,3,"https://housing.com//in/buy/resale/page/10253558-3-bhk-apartment-in-sector-84-for-rs-13000000
",0,84,1,28.3979,76.9736
1556,8.35,2,0,0,3,"https://housing.com//in/buy/resale/page/12379067-3-bhk-apartment-in-sector-79-for-rs-13000000
",2,79,2,28.3624,76.9787
1530,8.52,2,0,0,3,"https://housing.com//in/buy/resale/page/12608473-3-bhk-apartment-in-sector-93-for-rs-13040000
",3,93,0,28.4153,76.9326
1234,10.53,4,0,0,3,"https://housing.com//in/buy/resale/page/12541490-3-bhk-apartment-in-sector-79-for-rs-13000000
",2,79,1,28.3624,76.9787
1560,8.33,7,5,0,3,"https://housing.com//in/buy/resale/page/11782057-3-bhk-apartment-in-sector-33-for-rs-11850000
",0,33,2,28.442,77.0207
1450,8.96,9,0,1,3,"https://housing.com//in/buy/resale/page/6552814-3-bhk-apartment-in-sector-77-for-rs-10500000
",0,77,1,28.3801,76.9845
1900,6.84,20,1,1,3,"https://housing.com//in/buy/resale/page/11785525-3-bhk-apartment-in-sector-106-for-rs-13000000
",0,106,1,28.5007,77.0003
1750,7.43,4,5,0,3,"https://housing.com//in/buy/resale/page/12641825-3-bhk-apartment-in-sector-90-for-rs-13000000
",0,90,1,28.4085,76.9369
1650,7.88,2,4,1,3,"https://housing.com//in/buy/resale/page/11514208-3-bhk-apartment-in-sector-104-for-rs-13000000
",0,104,2,28.4788,76.996
2890,4.5,2,0,1,3,"https://housing.com//in/buy/resale/page/12675643-3-bhk-apartment-in-sector-95-for-rs-13000000
",2,95,1,28.4172,76.9081
2230,5.86,18,13,1,4,"https://housing.com//in/buy/resale/page/11928939-4-bhk-apartment-in-sector-91-for-rs-13076700
",0,91,2,28.4014,76.9225
2230,5.86,17,11,1,4,"https://housing.com//in/buy/resale/page/12009039-4-bhk-apartment-in-sector-91-for-rs-13076700
",0,91,2,28.4014,76.9225
1444,9.07,3,0,1,2,"https://housing.com//in/buy/resale/page/12487846-2-bhk-apartment-in-sector-3-for-rs-13100000
",0,3,1,28.4909,77.0176
1200,10.92,1,16,1,2,"https://housing.com//in/buy/resale/page/12695109-2-bhk-apartment-in-dlf-phase-1-for-rs-13100000
",0,26,1,28.4757,77.1032
1100,11.91,24,10,1,2,"https://housing.com//in/buy/resale/page/12593230-2-bhk-apartment-in-sector-43-for-rs-13100000
",0,43,1,28.4629,77.0772
1640,8.0,4,1,2,2,"https://housing.com//in/buy/resale/page/12464474-2-bhk-apartment-in-sector-85-for-rs-13120000
",0,85,1,28.4042,76.9513
2364,5.55,4,9,1,4,"https://housing.com//in/buy/resale/page/12367912-4-bhk-apartment-in-sector-90-for-rs-13128800
",0,90,1,28.4085,76.9369
1650,7.94,3,3,1,3,"https://housing.com//in/buy/resale/page/10890361-3-bhk-apartment-in-sector-103-for-rs-12700000
",0,103,2,28.4949,76.9845
1640,7.99,3,1,1,2,"https://housing.com//in/buy/resale/page/11737836-2-bhk-apartment-in-sector-85-for-rs-13100000
",0,85,1,28.4042,76.9513
1841,7.12,2,0,1,3,"https://housing.com//in/buy/resale/page/11001907-3-bhk-apartment-in-sector-37d-for-rs-13100000
",1,37d,2,28.4478,76.9703
1310,10.0,11,8,1,2,"https://housing.com//in/buy/resale/page/11965947-2-bhk-apartment-in-sector-33,-sohna-for-rs-13100000
",0,33,2,28.442,77.0207
1850,7.08,4,0,1,3,"https://housing.com//in/buy/resale/page/12438016-3-bhk-apartment-in-sector-83-for-rs-13100000
",3,83,3,28.3986,76.9647
1831,7.15,3,0,0,3,"https://housing.com//in/buy/resale/page/12466352-3-bhk-apartment-in-sector-79-for-rs-13100000
",3,79,1,28.3624,76.9787
1841,7.15,2,0,1,3,"https://housing.com//in/buy/resale/page/11015501-3-bhk-apartment-in-sector-37d-for-rs-13159250
",1,37d,2,28.4478,76.9703
1420,9.29,4,4,1,2,"https://housing.com//in/buy/resale/page/12714396-2-bhk-apartment-in-sector-70a-for-rs-13200000
",0,70a,3,28.3845,77.0226
1120,11.79,13,1,1,2,"https://housing.com//in/buy/resale/page/12308472-2-bhk-apartment-in-sector-89-for-rs-13200099
",0,89,3,28.4253,76.9439
2036,6.48,13,14,1,4,"https://housing.com//in/buy/resale/page/11943351-4-bhk-apartment-in-sector-89-for-rs-13200000
",0,89,2,28.4253,76.9439
1750,7.54,3,0,1,3,"https://housing.com//in/buy/resale/page/3263433-3-bhk-apartment-in-sector-36-sohna-for-rs-13200000-2
",0,36,2,28.416,76.9914
1444,9.14,14,0,1,2,"https://housing.com//in/buy/resale/page/11044182-2-bhk-apartment-in-sector-3-for-rs-13200000
",0,3,1,28.4909,77.0176
1930,6.84,15,8,1,3,"https://housing.com//in/buy/resale/page/12556112-3-bhk-apartment-in-sector-90-for-rs-13200000
",0,90,2,28.4085,76.9369
1385,9.53,3,1,1,2,"https://housing.com//in/buy/resale/page/12519590-2-bhk-apartment-in-sector-33,-sohna-for-rs-13200000
",0,33,1,28.442,77.0207
1550,8.52,4,1,1,2,"https://housing.com//in/buy/resale/page/10984508-2-bhk-apartment-in-sector-104-for-rs-13200000
",0,104,2,28.4788,76.996
2122,6.22,15,0,1,3,"https://housing.com//in/buy/resale/page/10015541-3-bhk-apartment-in-sector-2,-sohna-for-rs-13200000
",0,2,1,28.5095,77.032
1507,8.76,7,1,1,2,"https://housing.com//in/buy/resale/page/10647783-2-bhk-apartment-in-sector-68-for-rs-13200000
",0,68,2,28.3853,77.0484
1150,11.48,3,18,1,2,"https://housing.com//in/buy/resale/page/12695197-2-bhk-apartment-in-dlf-phase-1-for-rs-13200000
",0,26,1,28.4757,77.1032
1215,10.86,4,1,1,2,"https://housing.com//in/buy/resale/page/11692060-2-bhk-apartment-in-sector-102-for-rs-13200000
",0,102,2,28.475,76.9715
1507,8.76,8,1,0,2,"https://housing.com//in/buy/resale/page/10647783-2-bhk-apartment-in-sector-68-for-rs-12800000
",0,68,2,28.3853,77.0484
1811,7.29,15,1,0,3,"https://housing.com//in/buy/resale/page/9385147-3-bhk-apartment-in-sector-37d-for-rs-13200000
",0,37d,2,28.4478,76.9703
1791,7.37,11,4,0,3,"https://housing.com//in/buy/resale/page/12246379-3-bhk-apartment-in-sector-88a-for-rs-13200000
",0,88a,1,28.4347,76.9557
1750,7.54,2,6,0,3,"https://housing.com//in/buy/resale/page/12294018-3-bhk-apartment-in-sector-90-for-rs-13200000
",0,90,1,28.4085,76.9369
1400,9.5,5,0,1,3,"https://housing.com//in/buy/resale/page/9329505-3-bhk-apartment-in-sector-33,-sohna-for-rs-11000000
",1,33,3,28.442,77.0207
1478,9.0,5,5,1,3,"https://housing.com//in/buy/resale/page/12055136-3-bhk-apartment-in-sector-68-for-rs-13300000
",0,68,2,28.3853,77.0484
1093,12.17,3,5,1,3,"https://housing.com//in/buy/resale/page/12295818-3-bhk-apartment-in-sector-32-sohna-for-rs-13590999
",0,32,2,28.4472,77.0406
2356,5.65,4,7,1,4,"https://housing.com//in/buy/resale/page/8701252-4-bhk-apartment-in-sector-86-for-rs-13311600
",0,86,1,28.3986,76.9384
1600,8.31,7,0,1,3,"https://housing.com//in/buy/resale/page/12652981-3-bhk-apartment-in-sector-93-for-rs-13300000
",0,93,3,28.4153,76.9326
1150,11.56,1,19,1,2,"https://housing.com//in/buy/resale/page/12695208-2-bhk-apartment-in-dlf-phase-1-for-rs-13300000
",0,26,1,28.4757,77.1032
1572,8.46,2,6,1,3,"https://housing.com//in/buy/resale/page/12296275-3-bhk-apartment-in-sector-70-for-rs-13300000
",0,70,1,28.3968,77.0233
1050,12.67,2,0,0,2,"https://housing.com//in/buy/resale/page/9949260-2-bhk-apartment-in-sector-63-for-rs-13300000
",0,63,2,28.3971,77.0867
2356,5.65,15,8,1,4,"https://housing.com//in/buy/resale/page/12367838-4-bhk-apartment-in-sector-86-for-rs-13311600
",0,86,1,28.3986,76.9384
1955,6.85,8,0,1,3,"https://housing.com//in/buy/resale/page/10570486-3-bhk-apartment-in-sector-109-for-rs-13400000
",0,109,1,28.5073,77.0089
2000,6.7,5,8,1,3,"https://housing.com//in/buy/resale/page/12543992-3-bhk-apartment-in-sector-56-for-rs-13400000
",0,56,1,28.4245,77.0991
2300,5.83,4,3,1,3,"https://housing.com//in/buy/resale/page/11737705-3-bhk-apartment-in-sector-82-for-rs-13400000
",0,82,1,28.3935,76.96
1920,7.0,9,3,1,3,"https://housing.com//in/buy/resale/page/10921792-3-bhk-apartment-in-sector-92-for-rs-13437800
",0,92,1,28.4079,76.9153
1550,8.65,25,3,1,2,"https://housing.com//in/buy/resale/page/12486772-2-bhk-apartment-in-sector-104-for-rs-15500000
",0,104,1,28.4788,76.996
1389,9.65,18,0,1,2,"https://housing.com//in/buy/resale/page/10792788-2-bhk-apartment-in-sector-104-for-rs-13400000
",0,104,1,28.4788,76.996
1685,8.0,12,0,1,3,"https://housing.com//in/buy/resale/page/12594672-3-bhk-apartment-in-sector-99-for-rs-13480000
",0,99,1,28.464,76.9614
2180,6.18,12,5,1,3,"https://housing.com//in/buy/resale/page/12308078-3-bhk-apartment-in-sector-93-for-rs-13482700
",0,93,2,28.4153,76.9326
2180,6.18,12,5,1,3,"https://housing.com//in/buy/resale/page/12306858-3-bhk-apartment-in-sector-93-for-rs-13482700
",0,93,2,28.4153,76.9326
1729,7.81,5,4,1,3,"https://housing.com//in/buy/resale/page/12231930-3-bhk-apartment-in-sector-90-for-rs-13500000
",0,90,2,28.4085,76.9369
1845,7.32,7,1,0,3,"https://housing.com//in/buy/resale/page/10396271-3-bhk-apartment-in-sector-35,-sohna-for-rs-13500000
",0,35,2,28.4155,77.0022
1305,10.34,4,3,1,3,"https://housing.com//in/buy/resale/page/11446893-3-bhk-apartment-in-sector-106-for-rs-13500000
",0,106,0,28.5007,77.0003
1800,7.5,4,8,1,3,"https://housing.com//in/buy/resale/page/12645763-3-bhk-apartment-in-sector-56-for-rs-13500000
",0,56,1,28.4245,77.0991
1665,8.11,7,2,1,3,"https://housing.com//in/buy/resale/page/11911586-3-bhk-apartment-in-sector-102-for-rs-13500000
",0,102,4,28.475,76.9715
2275,5.93,9,3,1,3,"https://housing.com//in/buy/resale/page/12473638-3-bhk-apartment-in-sector-84-for-rs-13500000
",0,84,2,28.3979,76.9736
2000,6.75,4,0,1,3,"https://housing.com//in/buy/resale/page/7612916-3-bhk-apartment-in-sector-74-for-rs-13500000-v2
",0,74,2,28.4158,77.0118
1920,7.03,11,8,1,3,"https://housing.com//in/buy/resale/page/12472368-3-bhk-apartment-in-palam-vihar-for-rs-13500000
",0,2,4,28.5095,77.032
1918,7.04,9,1,1,3,"https://housing.com//in/buy/resale/page/12473523-3-bhk-apartment-in-sector-84-for-rs-12500000
",0,84,2,28.3979,76.9736
1500,9.0,6,10,1,3,"https://housing.com//in/buy/resale/page/8557743-3-bhk-apartment-in-sector-47-for-rs-12000000
",0,47,1,28.4276,77.0492
1790,7.54,2,4,1,3,"https://housing.com//in/buy/resale/page/11988193-3-bhk-apartment-in-sector-81-for-rs-13500000
",0,81,1,28.3867,76.9485
1918,7.04,10,1,1,3,"https://housing.com//in/buy/resale/page/12533903-3-bhk-apartment-in-sector-84-for-rs-13500000
",0,84,2,28.3979,76.9736
1660,8.13,8,5,1,3,"https://housing.com//in/buy/resale/page/12584874-3-bhk-apartment-in-sector-81-for-rs-13500000
",0,81,1,28.3867,76.9485
1389,9.72,14,0,1,3,"https://housing.com//in/buy/resale/page/12490005-3-bhk-apartment-in-sector-104-for-rs-13500000
",1,104,1,28.4788,76.996
1640,8.23,13,0,0,2,"https://housing.com//in/buy/resale/page/12681206-2-bhk-apartment-in-sector-85-for-rs-13500000
",0,85,2,28.4042,76.9513
1510,8.94,5,2,2,3,"https://housing.com//in/buy/resale/page/12323109-3-bhk-apartment-in-sector-79-for-rs-13500000
",0,79,1,28.3624,76.9787
1750,7.71,13,2,2,3,"https://housing.com//in/buy/resale/page/10805160-3-bhk-apartment-in-sector-109-for-rs-13500000
",0,109,1,28.5073,77.0089
2000,6.75,1,10,1,3,"https://housing.com//in/buy/resale/page/12641616-3-bhk-apartment-in-sector-56-for-rs-13500000
",0,56,2,28.4245,77.0991
1758,7.68,3,3,1,3,"https://housing.com//in/buy/resale/page/12061328-3-bhk-apartment-in-sector-108-for-rs-14000000
",0,108,3,28.5134,76.983
1512,8.95,5,5,1,2,"https://housing.com//in/buy/resale/page/12056083-2-bhk-apartment-in-sector-70a-for-rs-13537600
",0,70a,2,28.3845,77.0226
1385,9.75,4,0,0,2,"https://housing.com//in/buy/resale/page/6046871-2-bhk-apartment-in-sector-33,-sohna-for-rs-13500000
",0,33,1,28.442,77.0207
1750,7.71,13,2,1,3,"https://housing.com//in/buy/resale/page/10648330-3-bhk-apartment-in-sector-109-for-rs-13500000
",0,109,2,28.5073,77.0089
1444,9.35,7,0,0,2,"https://housing.com//in/buy/resale/page/9651070-2-bhk-apartment-in-sector-3-for-rs-13500000
",0,3,1,28.4909,77.0176
1800,7.5,2,13,2,3,"https://housing.com//in/buy/resale/page/12552509-3-bhk-apartment-in-sector-31-for-rs-13500000
",0,31,4,28.4528,77.0498
1262,10.7,14,1,1,2,"https://housing.com//in/buy/resale/page/12495426-2-bhk-apartment-in-sector-70a-for-rs-13500000
",0,70a,1,28.3845,77.0226
1122,12.03,6,13,1,2,"https://housing.com//in/buy/resale/page/11914798-2-bhk-apartment-in-sector-49-for-rs-13500000
",0,49,1,28.4121,77.048
1215,11.11,2,1,1,2,"https://housing.com//in/buy/resale/page/12674947-2-bhk-apartment-in-sector-102-for-rs-13500000
",0,102,1,28.475,76.9715
1304,10.35,16,1,2,2,"https://housing.com//in/buy/resale/page/8773065-2-bhk-apartment-in-sector-70a-for-rs-13500000
",0,70a,1,28.3845,77.0226
2759,4.89,2,5,1,3,"https://housing.com//in/buy/resale/page/10248306-3-bhk-apartment-in-sector-109-for-rs-13500000-v2
",0,109,2,28.5073,77.0089
1600,8.44,1,15,1,3,"https://housing.com//in/buy/resale/page/6138152-3-bhk-apartment-in-sector-56-for-rs-13500000-v2
",0,56,1,28.4245,77.0991
1304,10.35,15,0,1,2,"https://housing.com//in/buy/resale/page/12685779-2-bhk-apartment-in-sector-70a-for-rs-13500000
",0,70a,2,28.3845,77.0226
1760,7.67,4,3,1,3,"https://housing.com//in/buy/resale/page/11906165-3-bhk-apartment-in-sector-106-for-rs-13500000
",0,106,1,28.5007,77.0003
1262,10.7,14,0,1,2,"https://housing.com//in/buy/resale/page/5165484-2-bhk-apartment-in-sector-70a-for-rs-8279000-2
",0,70a,2,28.3845,77.0226
1682,8.03,2,1,2,3,"https://housing.com//in/buy/resale/page/12595294-3-bhk-apartment-in-sector-89-for-rs-13500000
",0,89,3,28.4253,76.9439
1530,8.82,2,0,1,3,"https://housing.com//in/buy/resale/page/12647381-3-bhk-apartment-in-sector-93-for-rs-13500000
",2,93,1,28.4153,76.9326
1368,9.87,9,1,1,2,"https://housing.com//in/buy/resale/page/11514387-2-bhk-apartment-in-sector-102-for-rs-13500000
",0,102,2,28.475,76.9715
1270,10.63,6,25,2,2,"https://housing.com//in/buy/resale/page/11731475-2-bhk-apartment-in-dlf-phase-1-for-rs-13500000
",0,26,2,28.4757,77.1032
1262,10.7,4,1,1,2,"https://housing.com//in/buy/resale/page/12590442-2-bhk-apartment-in-sector-70a-for-rs-14400000
",0,70a,2,28.3845,77.0226
1105,12.22,4,10,0,2,"https://housing.com//in/buy/resale/page/11741368-2-bhk-apartment-in-dlf-phase-4-for-rs-13500000
",0,27,2,28.4658,77.0917
1215,11.11,9,0,1,2,"https://housing.com//in/buy/resale/page/11467995-2-bhk-apartment-in-sector-102-for-rs-13500000
",0,102,3,28.475,76.9715
1553,8.69,5,8,1,2,"https://housing.com//in/buy/resale/page/2852103-2-bhk-apartment-in-sector-48-for-rs-13500000-v2
",0,48,1,28.4177,77.0359
1215,11.11,3,1,1,2,"https://housing.com//in/buy/resale/page/12518452-2-bhk-apartment-in-sector-102-for-rs-13500000
",0,102,2,28.475,76.9715
1215,11.11,4,1,1,2,"https://housing.com//in/buy/resale/page/5001429-2-bhk-apartment-in-sector-102-for-rs-13500000
",0,102,0,28.475,76.9715
1020,13.23,6,1,0,2,"https://housing.com//in/buy/resale/page/11740529-2-bhk-apartment-in-sector-65-for-rs-13500000
",0,65,1,28.403,77.069
2433,5.55,2,7,1,4,"https://housing.com//in/buy/resale/page/12294240-4-bhk-apartment-in-sector-72-for-rs-13500000
",0,72,2,28.4225,77.0211
1930,6.99,11,8,1,3,"https://housing.com//in/buy/resale/page/12289299-3-bhk-apartment-in-sector-86-for-rs-13500000
",0,86,2,28.3986,76.9384
