build_up_area,avg._price,floor,age_of_property,furnishing,bhk,link,possession_status,sector,parking,latitude,longitude
1100,5.91,1,1,2,2,"https://housing.com//in/buy/resale/page/11516648-2-bhk-apartment-in-sector-11-for-rs-7500000
",0,11,2,28.4531,77.0202
1225,5.31,12,7,1,2,"https://housing.com//in/buy/resale/page/12632189-2-bhk-apartment-in-sector-81-for-rs-6500000
",0,81,2,28.3867,76.9485
910,7.14,1,0,1,2,"https://housing.com//in/buy/resale/page/12727798-2-bhk-apartment-in-sector-82-for-rs-6500000
",0,82,0,28.3935,76.96
800,8.13,2,3,1,2,"https://housing.com//in/buy/resale/page/12724984-2-bhk-apartment-in-sector-71-for-rs-6500000
",0,71,1,28.4104,77.0281
671,9.69,2,1,2,2,"https://housing.com//in/buy/resale/page/12423097-2-bhk-apartment-in-sector-67a-for-rs-6500000
",0,67a,0,28.396,77.0372
1150,5.65,4,1,1,2,"https://housing.com//in/buy/resale/page/12535448-2-bhk-apartment-in-sector-36a-for-rs-6500000
",0,36a,1,28.4147,76.978
1325,4.91,2,0,0,2,"https://housing.com//in/buy/resale/page/12101051-2-bhk-apartment-in-sector-9-for-rs-6500000
",0,9,0,28.4603,77.0
1200,5.42,16,3,1,2,"https://housing.com//in/buy/resale/page/12420248-2-bhk-apartment-in-sector-84-for-rs-6500000
",0,84,1,28.3979,76.9736
674,9.64,5,1,2,1,"https://housing.com//in/buy/resale/page/11791547-1-rk-apartment-in-sector-49-for-rs-6500000
",0,49,2,28.4121,77.048
1275,5.1,18,0,0,2,"https://housing.com//in/buy/resale/page/11471563-2-bhk-apartment-in-sector-73-for-rs-6500000
",0,73,0,28.4072,77.0118
539,12.06,3,0,0,1,"https://housing.com//in/buy/resale/page/12000693-1-bhk-apartment-in-sector-47-for-rs-6500000
",0,47,0,28.4276,77.0492
1498,4.34,12,5,0,2,"https://housing.com//in/buy/resale/page/12620310-2-bhk-apartment-in-sector-92-for-rs-6500000
",0,92,2,28.4079,76.9153
700,9.29,9,0,1,2,"https://housing.com//in/buy/resale/page/12611337-2-bhk-apartment-in-sector-111-for-rs-6500000
",0,111,0,28.5238,77.032
1226,5.3,10,8,1,2,"https://housing.com//in/buy/resale/page/9247820-2-bhk-apartment-in-sector-78-for-rs-6500000
",0,78,1,28.3733,76.9729
958,6.78,2,4,1,2,"https://housing.com//in/buy/resale/page/12691997-2-bhk-apartment-in-sector-82-for-rs-6500000
",0,82,2,28.3935,76.96
1352,4.81,12,1,0,2,"https://housing.com//in/buy/resale/page/11168383-2-bhk-apartment-in-sector-90-for-rs-6500000
",0,90,2,28.4085,76.9369
1572,4.13,2,3,1,3,"https://housing.com//in/buy/resale/page/11966668-3-bhk-apartment-in-sector-92-for-rs-6500000
",0,92,1,28.4079,76.9153
1352,4.81,6,3,0,3,"https://housing.com//in/buy/resale/page/11710612-3-bhk-apartment-in-sector-90-for-rs-6500000
",0,90,1,28.4085,76.9369
1200,5.42,2,3,0,2,"https://housing.com//in/buy/resale/page/10660108-2-bhk-apartment-in-sector-37c-for-rs-6500000
",0,37c,1,28.4515,76.9882
950,6.84,6,3,0,3,"https://housing.com//in/buy/resale/page/11763148-3-bhk-apartment-in-sector-102-for-rs-6500000
",0,102,2,28.475,76.9715
1565,4.15,2,8,2,3,"https://housing.com//in/buy/resale/page/11771906-3-bhk-apartment-in-sector-92-for-rs-6800000
",0,92,1,28.4079,76.9153
1488,4.37,8,5,1,2,"https://housing.com//in/buy/resale/page/11818389-2-bhk-apartment-in-sector-108-for-rs-6500000
",0,108,2,28.5134,76.983
600,10.83,6,3,0,2,"https://housing.com//in/buy/resale/page/12489605-2-bhk-apartment-in-sector-69-for-rs-6500000
",0,69,1,28.3966,77.0341
800,8.13,3,0,0,2,"https://housing.com//in/buy/resale/page/12645790-2-bhk-apartment-in-sector-57-for-rs-6500000
",0,57,0,28.4232,77.0752
1326,4.9,2,0,2,3,"https://housing.com//in/buy/resale/page/2859425-3-bhk-apartment-in-sector-92-for-rs-6500000-v2
",0,92,0,28.4079,76.9153
1440,4.51,4,4,1,3,"https://housing.com//in/buy/resale/page/12578988-3-bhk-apartment-in-sector-92-for-rs-6500000
",0,92,2,28.4079,76.9153
1150,5.65,1,1,1,3,"https://housing.com//in/buy/resale/page/12601855-3-bhk-apartment-in-sector-12a-for-rs-6500000
",0,12,2,28.4723,77.032
1425,4.56,10,0,1,3,"https://housing.com//in/buy/resale/page/12677063-3-bhk-apartment-in-sector-4-for-rs-6500000
",0,4,0,28.4738,77.0107
1370,4.74,12,5,1,3,"https://housing.com//in/buy/resale/page/12452977-3-bhk-apartment-in-sector-92-for-rs-6500000
",0,92,2,28.4079,76.9153
1100,5.91,2,0,1,3,"https://housing.com//in/buy/resale/page/11282878-3-bhk-apartment-in-jacombpura-for-rs-6500000
",0,11,2,28.4531,77.0202
1210,5.37,3,2,1,3,"https://housing.com//in/buy/resale/page/12417906-3-bhk-apartment-in-sector-36-sohna-for-rs-6500000
",0,36,3,28.416,76.9914
1200,5.42,2,1,1,3,"https://housing.com//in/buy/resale/page/12534827-3-bhk-apartment-in-sector-92-for-rs-6500000
",0,92,2,28.4079,76.9153
1154,5.63,2,0,0,2,"https://housing.com//in/buy/resale/page/11115316-2-bhk-apartment-in-sector-36-sohna-for-rs-7400000
",0,36,1,28.416,76.9914
1350,4.81,2,3,0,2,"https://housing.com//in/buy/resale/page/11466033-2-bhk-apartment-in-sector-90-for-rs-6500000
",0,90,1,28.4085,76.9369
800,8.13,9,6,1,2,"https://housing.com//in/buy/resale/page/12354036-2-bhk-apartment-in-sector-110a-for-rs-6500000
",0,110a,1,28.5178,77.0291
1153,5.64,3,2,0,2,"https://housing.com//in/buy/resale/page/12433352-2-bhk-apartment-in-sector-36-sohna-for-rs-6500000
",0,36,4,28.416,76.9914
1350,4.81,6,2,0,2,"https://housing.com//in/buy/resale/page/11528723-2-bhk-apartment-in-sector-90-for-rs-6500000
",0,90,1,28.4085,76.9369
1457,4.46,16,6,1,2,"https://housing.com//in/buy/resale/page/7390377-2-bhk-apartment-in-sector-108-for-rs-6500000-v2
",0,108,1,28.5134,76.983
1225,5.31,7,7,1,2,"https://housing.com//in/buy/resale/page/12675168-2-bhk-apartment-in-sector-81-for-rs-6500000
",0,81,2,28.3867,76.9485
1572,4.13,3,5,1,3,"https://housing.com//in/buy/resale/page/12667644-3-bhk-apartment-in-sector-92-for-rs-6500000
",0,92,1,28.4079,76.9153
1300,5.0,12,0,1,3,"https://housing.com//in/buy/resale/page/12677610-3-bhk-apartment-in-sector-95a-for-rs-6500000
",0,95a,0,28.4272,76.9225
900,7.22,8,1,2,2,"https://housing.com//in/buy/resale/page/12583088-2-bhk-apartment-in-sector-67a-for-rs-6500000
",0,67a,3,28.396,77.0372
900,7.22,2,1,1,2,"https://housing.com//in/buy/resale/page/12591227-2-bhk-apartment-in-sector-67a-for-rs-6500000
",0,67a,2,28.396,77.0372
1053,6.17,6,8,1,2,"https://housing.com//in/buy/resale/page/12583742-2-bhk-apartment-in-sector-78-for-rs-6500000
",0,78,1,28.3733,76.9729
750,8.67,2,3,0,2,"https://housing.com//in/buy/resale/page/12462670-2-bhk-apartment-in-sector-36a-for-rs-6500000
",0,36a,2,28.4147,76.978
1050,6.19,2,5,1,2,"https://housing.com//in/buy/resale/page/11084997-2-bhk-apartment-in-sector-83-for-rs-6500000
",0,83,1,28.3986,76.9647
1200,5.42,15,12,1,2,"https://housing.com//in/buy/resale/page/12595003-2-bhk-apartment-in-sector-84-for-rs-6500000
",0,84,2,28.3979,76.9736
650,10.0,1,3,2,2,"https://housing.com//in/buy/resale/page/10511061-2-bhk-apartment-in-sector-30-for-rs-6500000
",0,30,1,28.4604,77.0579
1250,5.2,5,2,1,2,"https://housing.com//in/buy/resale/page/11909586-2-bhk-apartment-in-sector-37c-for-rs-6500000
",0,37c,1,28.4515,76.9882
1372,4.74,8,5,1,3,"https://housing.com//in/buy/resale/page/12453130-3-bhk-apartment-in-sector-92-for-rs-6500000
",0,92,2,28.4079,76.9153
1370,4.74,13,5,2,3,"https://housing.com//in/buy/resale/page/12452984-3-bhk-apartment-in-sector-92-for-rs-6500000
",0,92,2,28.4079,76.9153
1570,4.14,13,5,0,3,"https://housing.com//in/buy/resale/page/12434279-3-bhk-apartment-in-sector-92-for-rs-6500000
",0,92,2,28.4079,76.9153
1100,5.91,4,5,1,3,"https://housing.com//in/buy/resale/page/12632000-3-bhk-apartment-in-sector-37c-for-rs-6500000
",0,37c,3,28.4515,76.9882
1372,4.74,7,5,1,3,"https://housing.com//in/buy/resale/page/10792210-3-bhk-apartment-in-sector-92-for-rs-6100000
",0,92,2,28.4079,76.9153
800,8.13,9,1,1,3,"https://housing.com//in/buy/resale/page/12079325-3-bhk-apartment-in-sector-71-for-rs-6500001
",0,71,1,28.4104,77.0281
1366,4.76,3,0,0,2,"https://housing.com//in/buy/resale/page/10638036-2-bhk-apartment-in-sector-107-for-rs-6501000
",0,107,2,28.5052,76.9729
1120,5.84,2,0,1,3,"https://housing.com//in/buy/resale/page/10644765-3-bhk-apartment-in-sector-36-sohna-for-rs-6540000
",0,36,0,28.416,76.9914
1500,4.39,1,10,1,3,"https://housing.com//in/buy/resale/page/12578362-3-bhk-apartment-in-sector-92-for-rs-6588900
",0,92,3,28.4079,76.9153
729,9.05,2,15,1,1,"https://housing.com//in/buy/resale/page/12199273-1-bhk-apartment-in-sector-52-for-rs-6600000
",0,52,1,28.4379,77.0785
1250,5.28,2,0,0,2,"https://housing.com//in/buy/resale/page/1320498-2-bhk-apartment-in-sector-78-for-rs-6600000
",0,78,0,28.3733,76.9729
1457,4.53,8,5,1,2,"https://housing.com//in/buy/resale/page/12613599-2-bhk-apartment-in-sector-109-for-rs-6800000
",0,109,1,28.5073,77.0089
1450,4.55,2,5,1,3,"https://housing.com//in/buy/resale/page/3489926-3-bhk-apartment-in-sector-92-for-rs-6200000
",0,92,2,28.4079,76.9153
1370,4.82,7,5,1,3,"https://housing.com//in/buy/resale/page/12453834-3-bhk-apartment-in-sector-92-for-rs-6600000
",0,92,2,28.4079,76.9153
1350,4.89,9,3,1,3,"https://housing.com//in/buy/resale/page/11637671-3-bhk-apartment-in-sector-84-for-rs-6600000
",0,84,1,28.3979,76.9736
1050,6.29,10,5,1,2,"https://housing.com//in/buy/resale/page/11062081-2-bhk-apartment-in-sector-83-for-rs-6600000
",0,83,1,28.3986,76.9647
1239,5.33,6,2,0,2,"https://housing.com//in/buy/resale/page/616876-2-bhk-apartment-in-sector-78-for-rs-6600000
",0,78,0,28.3733,76.9729
1226,5.42,10,2,1,2,"https://housing.com//in/buy/resale/page/616572-2-bhk-apartment-in-sector-78-for-rs-6650000
",0,78,1,28.3733,76.9729
1350,4.94,3,2,0,2,"https://housing.com//in/buy/resale/page/12530715-2-bhk-apartment-in-sector-90-for-rs-6800000
",0,90,2,28.4085,76.9369
1050,6.38,6,5,1,2,"https://housing.com//in/buy/resale/page/10293174-2-bhk-apartment-in-sector-83-for-rs-6700000
",0,83,1,28.3986,76.9647
1400,4.79,15,3,0,2,"https://housing.com//in/buy/resale/page/11636219-2-bhk-apartment-in-sector-84-for-rs-6700000
",0,84,1,28.3979,76.9736
1197,5.6,2,2,1,2,"https://housing.com//in/buy/resale/page/11148383-2-bhk-apartment-in-sector-82-for-rs-6700000
",0,82,2,28.3935,76.96
1044,6.42,4,20,1,2,"https://housing.com//in/buy/resale/page/9143155-2-bhk-apartment-in-sector-31-for-rs-6700000
",0,31,2,28.4528,77.0498
1326,5.05,17,3,1,3,"https://housing.com//in/buy/resale/page/12521611-3-bhk-apartment-in-sector-92-for-rs-7500000
",0,92,2,28.4079,76.9153
1450,4.62,3,5,1,3,"https://housing.com//in/buy/resale/page/3647237-3-bhk-apartment-in-sector-92-for-rs-6000000
",0,92,2,28.4079,76.9153
1044,6.42,3,19,1,2,"https://housing.com//in/buy/resale/page/10943072-2-bhk-apartment-in-sector-31-for-rs-6700000
",0,31,2,28.4528,77.0498
1365,4.91,7,5,0,2,"https://housing.com//in/buy/resale/page/11962759-2-bhk-apartment-in-sector-37c-for-rs-6700000
",0,37c,2,28.4515,76.9882
1450,4.62,4,4,0,2,"https://housing.com//in/buy/resale/page/11430405-2-bhk-apartment-in-sector-84-for-rs-6700000
",0,84,1,28.3979,76.9736
1100,6.09,1,13,1,2,"https://housing.com//in/buy/resale/page/4748729-2-bhk-apartment-in-sector-57-for-rs-6700000
",0,57,1,28.4232,77.0752
729,9.19,2,15,1,1,"https://housing.com//in/buy/resale/page/12259814-1-bhk-apartment-in-sector-52-for-rs-6700000
",0,52,1,28.4379,77.0785
930,7.2,3,0,0,2,"https://housing.com//in/buy/resale/page/9732023-2-bhk-apartment-in-sector-81-for-rs-6700000
",0,81,2,28.3867,76.9485
1350,4.96,8,1,0,2,"https://housing.com//in/buy/resale/page/4778516-2-bhk-apartment-in-sector-37c-for-rs-6700000-v2
",0,37c,1,28.4515,76.9882
1630,4.14,6,2,0,3,"https://housing.com//in/buy/resale/page/11432123-3-bhk-apartment-in-sector-37d-for-rs-6750000
",0,37d,2,28.4478,76.9703
1666,4.06,16,10,2,2,"https://housing.com//in/buy/resale/page/11230270-2-bhk-apartment-in-sector-88-for-rs-6760000
",0,88,1,28.422,76.9571
1120,6.07,2,0,0,3,"https://housing.com//in/buy/resale/page/9625780-3-bhk-apartment-in-sector-36-sohna-for-rs-6794000
",0,36,3,28.416,76.9914
1000,6.8,6,0,1,2,"https://housing.com//in/buy/resale/page/12534937-2-bhk-apartment-in-sector-86-for-rs-6800000
",1,86,2,28.3986,76.9384
900,7.55,1,0,0,1,"https://housing.com//in/buy/resale/page/11351074-1-bhk-apartment-in-sector-28-for-rs-6800000
",0,28,0,28.4728,77.0865
1450,4.69,12,1,0,2,"https://housing.com//in/buy/resale/page/12381259-2-bhk-apartment-in-sector-90-for-rs-6800000
",0,90,1,28.4085,76.9369
1269,5.36,3,0,1,2,"https://housing.com//in/buy/resale/page/9740649-2-bhk-apartment-in-sector-2,-sohna-for-rs-6800000
",0,2,2,28.5095,77.032
1140,5.96,14,2,1,2,"https://housing.com//in/buy/resale/page/8860983-2-bhk-apartment-in-sector-77-for-rs-6800000
",0,77,1,28.3801,76.9845
1402,4.85,6,4,0,2,"https://housing.com//in/buy/resale/page/2735437-2-bhk-apartment-in-sector-37c-for-rs-6800000
",0,37c,0,28.4515,76.9882
1565,4.34,10,3,1,3,"https://housing.com//in/buy/resale/page/11340635-3-bhk-apartment-in-sector-92-for-rs-6800000
",0,92,2,28.4079,76.9153
1250,5.48,2,2,0,2,"https://housing.com//in/buy/resale/page/531382-2-bhk-apartment-in-sector-78-for-rs-6850000-v2
",0,78,0,28.3733,76.9729
955,7.22,3,0,0,2,"https://housing.com//in/buy/resale/page/9948808-2-bhk-apartment-in-sector-92-for-rs-6898000
",0,92,0,28.4079,76.9153
1269,5.44,3,0,1,2,"https://housing.com//in/buy/resale/page/9883698-2-bhk-apartment-in-sector-2,-sohna-for-rs-6899989
",0,2,1,28.5095,77.032
955,7.22,2,0,1,2,"https://housing.com//in/buy/resale/page/9626899-2-bhk-apartment-in-sector-81-for-rs-6900000
",0,81,0,28.3867,76.9485
1350,5.11,2,0,0,2,"https://housing.com//in/buy/resale/page/4486089-2-bhk-apartment-in-sector-90-for-rs-6900000-v2
",0,90,0,28.4085,76.9369
524,13.17,3,0,1,1,"https://housing.com//in/buy/resale/page/12313286-1-bhk-apartment-in-sector-67-for-rs-6900000
",0,67,0,28.3859,77.0608
1250,5.52,6,2,0,2,"https://housing.com//in/buy/resale/page/531442-2-bhk-apartment-in-sector-78-for-rs-6900000
",0,78,0,28.3733,76.9729
1342,5.18,15,1,0,2,"https://housing.com//in/buy/resale/page/12243689-2-bhk-apartment-in-sector-77-for-rs-6950000
",0,77,4,28.3801,76.9845
1365,5.09,3,1,1,2,"https://housing.com//in/buy/resale/page/12512828-2-bhk-apartment-in-sector-37c-for-rs-6950000
",0,37c,2,28.4515,76.9882
1264,5.5,8,1,0,2,"https://housing.com//in/buy/resale/page/12730628-2-bhk-apartment-in-sector-2,-sohna-for-rs-6950000
",0,2,2,28.5095,77.032
1294,5.38,9,1,1,2,"https://housing.com//in/buy/resale/page/10464602-2-bhk-apartment-in-sector-68-for-rs-6960000
",0,68,2,28.3853,77.0484
775,9.03,7,1,2,1,"https://housing.com//in/buy/resale/page/12114288-1-rk-apartment-in-sector-66-for-rs-8000000
",0,66,2,28.3925,77.0541
1400,5.0,2,10,1,3,"https://housing.com//in/buy/resale/page/12578248-3-bhk-apartment-in-sector-92-for-rs-7000000
",0,92,2,28.4079,76.9153
1350,5.18,2,2,0,2,"https://housing.com//in/buy/resale/page/12493635-2-bhk-apartment-in-sector-90-for-rs-7000000
",0,90,2,28.4085,76.9369
1365,5.13,3,1,0,2,"https://housing.com//in/buy/resale/page/12347722-2-bhk-apartment-in-sector-37c-for-rs-7000000
",0,37c,1,28.4515,76.9882
1264,5.54,6,0,1,2,"https://housing.com//in/buy/resale/page/11489126-2-bhk-apartment-in-sector-2,-sohna-for-rs-7000000
",0,2,2,28.5095,77.032
635,11.02,5,0,1,2,"https://housing.com//in/buy/resale/page/12451427-2-bhk-apartment-in-sector-111-for-rs-7000000
",0,111,0,28.5238,77.032
1200,5.83,2,0,1,2,"https://housing.com//in/buy/resale/page/11870837-2-bhk-apartment-in-sector-10-for-rs-7000000
",0,10,0,28.4537,77.0009
700,10.0,1,0,1,2,"https://housing.com//in/buy/resale/page/12625752-2-bhk-apartment-in-sector-36a-for-rs-7000000
",0,36a,0,28.4147,76.978
1239,5.65,13,8,1,2,"https://housing.com//in/buy/resale/page/12727272-2-bhk-apartment-in-sector-78-for-rs-7000000
",0,78,1,28.3733,76.9729
744,9.41,6,0,0,2,"https://housing.com//in/buy/resale/page/12545839-2-bhk-apartment-in-palam-vihar-for-rs-7000000
",0,2,0,28.5095,77.032
1300,5.38,6,2,1,2,"https://housing.com//in/buy/resale/page/12028576-2-bhk-apartment-in-sector-90-for-rs-7000000
",0,90,1,28.4085,76.9369
1352,5.18,7,1,1,2,"https://housing.com//in/buy/resale/page/11706645-2-bhk-apartment-in-sector-90-for-rs-6700000
",0,90,2,28.4085,76.9369
1342,5.22,9,1,1,2,"https://housing.com//in/buy/resale/page/12243685-2-bhk-apartment-in-sector-77-for-rs-7000000
",0,77,4,28.3801,76.9845
845,8.28,5,4,0,3,"https://housing.com//in/buy/resale/page/12576387-3-bhk-apartment-in-sector-102-for-rs-7000000
",0,102,1,28.475,76.9715
1200,5.83,10,5,2,2,"https://housing.com//in/buy/resale/page/12476452-2-bhk-apartment-in-sector-37d-for-rs-7000000
",0,37d,1,28.4478,76.9703
1125,6.22,1,0,0,2,"https://housing.com//in/buy/resale/page/11668320-2-bhk-apartment-in-sector-82-for-rs-7000000
",0,82,2,28.3935,76.96
958,7.31,1,5,1,2,"https://housing.com//in/buy/resale/page/12697791-2-bhk-apartment-in-sector-82a-for-rs-7000000
",0,82a,2,28.3858,76.9686
1430,4.89,3,5,1,2,"https://housing.com//in/buy/resale/page/12543277-2-bhk-apartment-in-sector-82-for-rs-7000000
",0,82,1,28.3935,76.96
743,9.42,6,0,0,2,"https://housing.com//in/buy/resale/page/12539598-2-bhk-apartment-in-palam-vihar-for-rs-7000000
",0,2,0,28.5095,77.032
1350,5.18,8,4,1,2,"https://housing.com//in/buy/resale/page/12468793-2-bhk-apartment-in-sector-90-for-rs-7000000
",0,90,3,28.4085,76.9369
1375,5.09,8,6,1,3,"https://housing.com//in/buy/resale/page/12704293-3-bhk-apartment-in-sector-92-for-rs-7000000
",0,92,2,28.4079,76.9153
1485,4.71,7,1,1,2,"https://housing.com//in/buy/resale/page/7379550-2-bhk-apartment-in-sector-109-for-rs-6500000
",0,109,1,28.5073,77.0089
1450,4.83,6,5,1,3,"https://housing.com//in/buy/resale/page/12709935-3-bhk-apartment-in-sector-109-for-rs-7000000
",0,109,2,28.5073,77.0089
1400,5.0,2,1,1,3,"https://housing.com//in/buy/resale/page/10574301-3-bhk-apartment-in-sector-69-for-rs-7000000
",0,69,2,28.3966,77.0341
1570,4.46,2,5,1,3,"https://housing.com//in/buy/resale/page/12524188-3-bhk-apartment-in-sector-92-for-rs-7000000
",0,92,2,28.4079,76.9153
1350,5.18,2,10,1,3,"https://housing.com//in/buy/resale/page/12644799-3-bhk-apartment-in-sector-92-for-rs-7000000
",0,92,3,28.4079,76.9153
1600,4.38,1,8,0,3,"https://housing.com//in/buy/resale/page/11879361-3-bhk-apartment-in-sector-92-for-rs-7000000
",0,92,2,28.4079,76.9153
1250,5.6,7,5,1,2,"https://housing.com//in/buy/resale/page/12242348-2-bhk-apartment-in-sector-84-for-rs-7000000
",0,84,2,28.3979,76.9736
1570,4.46,2,5,1,3,"https://housing.com//in/buy/resale/page/12524189-3-bhk-apartment-in-sector-92-for-rs-7000000
",0,92,2,28.4079,76.9153
825,8.48,3,5,1,1,"https://housing.com//in/buy/resale/page/6694250-1-bhk-apartment-in-sector-33-for-rs-6400000-v2
",0,33,1,28.442,77.0207
950,7.37,6,4,1,3,"https://housing.com//in/buy/resale/page/12707542-3-bhk-apartment-in-sector-102-for-rs-7000000
",0,102,2,28.475,76.9715
700,10.0,8,0,2,1,"https://housing.com//in/buy/resale/page/12686821-1-rk-apartment-in-sector-66-for-rs-7000000
",0,66,2,28.3925,77.0541
750,9.33,1,3,1,2,"https://housing.com//in/buy/resale/page/12461274-2-bhk-apartment-in-sector-36a-for-rs-7000000
",0,36a,1,28.4147,76.978
730,9.59,6,6,1,1,"https://housing.com//in/buy/resale/page/12661167-1-bhk-apartment-in-sector-52-for-rs-7000000
",0,52,1,28.4379,77.0785
1390,5.04,3,2,1,3,"https://housing.com//in/buy/resale/page/11999704-3-bhk-apartment-in-sector-90-for-rs-7000000
",0,90,2,28.4085,76.9369
1440,4.88,3,0,0,3,"https://housing.com//in/buy/resale/page/9770138-3-bhk-apartment-in-sector-37d-for-rs-7020000
",0,37d,3,28.4478,76.9703
1340,5.26,6,7,1,3,"https://housing.com//in/buy/resale/page/12368057-3-bhk-apartment-in-sector-83-for-rs-7050200
",0,83,1,28.3986,76.9647
1239,5.73,6,8,1,2,"https://housing.com//in/buy/resale/page/12602038-2-bhk-apartment-in-sector-78-for-rs-7100000
",0,78,1,28.3733,76.9729
1377,5.16,6,3,1,2,"https://housing.com//in/buy/resale/page/12492074-2-bhk-apartment-in-sector-78-for-rs-7100000
",0,78,2,28.3733,76.9729
1465,4.85,6,1,0,2,"https://housing.com//in/buy/resale/page/12268634-2-bhk-apartment-in-sector-2,-sohna-for-rs-7100000
",0,2,4,28.5095,77.032
1264,5.62,9,2,0,2,"https://housing.com//in/buy/resale/page/12433367-2-bhk-apartment-in-sector-2,-sohna-for-rs-7100000
",0,2,4,28.5095,77.032
729,9.74,6,15,2,1,"https://housing.com//in/buy/resale/page/12593460-1-bhk-apartment-in-sector-52-for-rs-7100000
",0,52,1,28.4379,77.0785
1285,5.53,6,6,0,3,"https://housing.com//in/buy/resale/page/11928200-3-bhk-apartment-in-sector-37d-for-rs-6800000
",0,37d,1,28.4478,76.9703
1285,5.53,8,6,1,3,"https://housing.com//in/buy/resale/page/12537489-3-bhk-apartment-in-sector-37d-for-rs-7100000
",0,37d,4,28.4478,76.9703
1400,5.07,2,1,1,3,"https://housing.com//in/buy/resale/page/10704879-3-bhk-apartment-in-sector-69-for-rs-7100000
",0,69,2,28.3966,77.0341
1285,5.53,7,0,1,3,"https://housing.com//in/buy/resale/page/12571677-3-bhk-apartment-in-sector-37d-for-rs-7100000
",0,37d,0,28.4478,76.9703
1352,5.25,12,5,0,3,"https://housing.com//in/buy/resale/page/12509138-3-bhk-apartment-in-sector-90-for-rs-6400000
",0,90,1,28.4085,76.9369
1340,5.3,10,6,1,3,"https://housing.com//in/buy/resale/page/12605246-3-bhk-apartment-in-sector-83-for-rs-7100000
",0,83,1,28.3986,76.9647
730,9.73,2,6,1,1,"https://housing.com//in/buy/resale/page/12607477-1-bhk-apartment-in-sector-52-for-rs-7100000
",0,52,1,28.4379,77.0785
1264,5.62,2,2,0,2,"https://housing.com//in/buy/resale/page/12433374-2-bhk-apartment-in-sector-2,-sohna-for-rs-7100000
",0,2,4,28.5095,77.032
1250,5.68,6,2,0,2,"https://housing.com//in/buy/resale/page/531420-2-bhk-apartment-in-sector-78-for-rs-7100000-v2
",0,78,0,28.3733,76.9729
1190,6.01,1,0,2,3,"https://housing.com//in/buy/resale/page/11948369-3-bhk-apartment-in-sector-3-for-rs-7150000
",0,3,0,28.4909,77.0176
1050,6.85,4,1,1,3,"https://housing.com//in/buy/resale/page/12602290-3-bhk-apartment-in-sector-7-for-rs-7192600
",0,39,1,28.4434,77.0515
1100,6.54,4,1,1,3,"https://housing.com//in/buy/resale/page/12603916-3-bhk-apartment-in-sector-7-for-rs-7198600
",0,7,1,28.4644,77.0143
1365,5.27,9,1,1,2,"https://housing.com//in/buy/resale/page/12511108-2-bhk-apartment-in-sector-37c-for-rs-7200000
",0,37c,1,28.4515,76.9882
1365,5.27,9,1,0,2,"https://housing.com//in/buy/resale/page/12525236-2-bhk-apartment-in-sector-37c-for-rs-7200000
",0,37c,1,28.4515,76.9882
1138,6.33,2,1,0,2,"https://housing.com//in/buy/resale/page/12319217-2-bhk-apartment-in-sector-79-for-rs-7200000
",0,79,4,28.3624,76.9787
1050,6.86,3,1,1,2,"https://housing.com//in/buy/resale/page/12608153-2-bhk-apartment-in-sector-3a-for-rs-7200000
",0,3a,1,28.481,77.0068
1536,4.69,12,3,1,3,"https://housing.com//in/buy/resale/page/11023571-3-bhk-apartment-in-sector-37c-for-rs-7200000
",0,37c,1,28.4515,76.9882
1340,5.37,6,7,1,3,"https://housing.com//in/buy/resale/page/11818098-3-bhk-apartment-in-sector-83-for-rs-7200000
",0,83,1,28.3986,76.9647
1285,5.6,6,5,1,3,"https://housing.com//in/buy/resale/page/12042030-3-bhk-apartment-in-sector-37d-for-rs-7000000
",0,37d,1,28.4478,76.9703
1100,6.54,4,1,1,3,"https://housing.com//in/buy/resale/page/12486683-3-bhk-apartment-in-sector-7-for-rs-7200000
",0,7,1,28.4644,77.0143
1010,7.13,4,0,1,2,"https://housing.com//in/buy/resale/page/11178731-2-bhk-apartment-in-sector-92-for-rs-7200000
",0,92,1,28.4079,76.9153
1050,6.86,3,1,1,3,"https://housing.com//in/buy/resale/page/12510949-3-bhk-apartment-in-sector-7-for-rs-7200000
",0,7,1,28.4644,77.0143
825,8.73,10,2,0,3,"https://housing.com//in/buy/resale/page/12482185-3-bhk-apartment-in-sector-71-for-rs-7200000
",0,71,1,28.4104,77.0281
1780,4.04,3,1,1,3,"https://housing.com//in/buy/resale/page/11925578-3-bhk-apartment-in-sector-81-for-rs-7200000
",0,81,2,28.3867,76.9485
1100,6.54,4,1,1,3,"https://housing.com//in/buy/resale/page/12604123-3-bhk-apartment-in-sector-3a-for-rs-7200000
",0,3a,1,28.481,77.0068
1352,5.33,2,5,0,3,"https://housing.com//in/buy/resale/page/12509130-3-bhk-apartment-in-sector-90-for-rs-6890000
",0,90,1,28.4085,76.9369
1536,4.69,7,3,2,3,"https://housing.com//in/buy/resale/page/10660192-3-bhk-apartment-in-sector-37c-for-rs-7200000
",0,37c,1,28.4515,76.9882
1439,5.0,4,0,0,3,"https://housing.com//in/buy/resale/page/9731797-3-bhk-apartment-in-sector-36-sohna-for-rs-7200000
",0,36,2,28.416,76.9914
1860,3.87,3,7,1,4,"https://housing.com//in/buy/resale/page/11817394-4-bhk-apartment-in-sector-92-for-rs-7900000
",0,92,1,28.4079,76.9153
